Producto,Precio,Cantidad,Categoría,Fecha,Descuento
Producto_61,120,25,D,2025-03-02,0.14864739486185954
Producto_62,197,21,B,2025-03-03,0.2065207189283208
Producto_63,181,36,A,2025-03-04,0.13044820158112386
Producto_64,17,10,D,2025-03-05,0.07392060997173204
Producto_65,184,37,B,2025-03-06,0.2457306953022599
Producto_66,44,9,D,2025-03-07,0.23982476369069378
Producto_67,90,24,A,2025-03-08,0.20840894125632803
Producto_68,173,35,C,2025-03-09,0.08164354116898881
Producto_69,59,49,A,2025-03-10,0.17706920006072613
Producto_70,113,35,A,2025-03-11,0.10829216908200803
Producto_71,141,48,A,2025-03-12,0.027474621997990244
Producto_72,11,36,A,2025-03-13,0.27519407263867285
Producto_73,143,18,C,2025-03-14,0.04104558927568842
Producto_74,63,49,C,2025-03-15,0.2850712061462407
Producto_75,115,39,D,2025-03-16,0.13380173188738673
Producto_76,13,32,B,2025-03-17,0.05553987865158589
Producto_77,63,24,C,2025-03-18,0.16257028421350744
Producto_78,155,23,C,2025-03-19,0.2618837507629225
Producto_79,53,32,B,2025-03-20,0.21966746592286834
Producto_80,171,37,C,2025-03-21,0.2419683443584349
Producto_81,199,12,A,2025-03-22,0.1976350100132152
Producto_82,23,49,A,2025-03-23,0.20768296935535574
Producto_83,104,13,B,2025-03-24,0.2547586954695958
Producto_84,57,23,D,2025-03-25,0.07490040265775579
Producto_85,24,25,D,2025-03-26,0.14682748909294213
Producto_86,199,35,B,2025-03-27,0.06636283254588067
Producto_87,49,41,B,2025-03-28,0.2963004023989941
Producto_88,91,30,A,2025-03-29,0.28321780190598395
Producto_89,120,17,D,2025-03-30,0.01182804341055177
Producto_90,62,49,C,2025-03-31,0.21167255175470653
Producto_91,33,20,A,2025-04-01,0.27757449522469974
Producto_92,163,48,B,2025-04-02,0.05417260353820006
Producto_93,197,25,D,2025-04-03,0.17038356916578884
Producto_94,133,22,C,2025-04-04,0.27464648927641255
Producto_95,50,13,C,2025-04-05,0.010183793575739652
Producto_96,166,19,A,2025-04-06,0.20922608017405198
Producto_97,24,49,D,2025-04-07,0.08920470221176523
Producto_98,54,36,D,2025-04-08,0.27731885861295913
Producto_99,74,12,B,2025-04-09,0.2913174735496103
Producto_100,98,41,D,2025-04-10,0.2832799467340302
Producto_101,80,19,D,2025-04-11,0.14226426499723913
Producto_102,18,12,A,2025-04-12,0.25861279529679404
Producto_103,97,9,D,2025-04-13,0.2533648195605211
Producto_104,138,7,C,2025-04-14,0.09573014197297669
Producto_105,145,28,A,2025-04-15,0.2486746422452032
Producto_106,72,14,A,2025-04-16,0.011102290414647786
Producto_107,148,31,B,2025-04-17,0.1788809635446159
Producto_108,90,19,D,2025-04-18,0.06900265118631091
Producto_109,145,47,B,2025-04-19,0.03617006573318364
Producto_110,172,16,C,2025-04-20,0.023085960488762745
Producto_111,172,5,A,2025-04-21,0.2088866327634419
Producto_112,42,35,A,2025-04-22,0.10196248913041984
Producto_113,132,12,A,2025-04-23,0.21743003145862844
Producto_114,14,25,C,2025-04-24,0.01960690223968271
Producto_115,50,21,C,2025-04-25,0.09458710134918309
Producto_116,37,36,B,2025-04-26,0.16184738771260115
Producto_117,144,23,B,2025-04-27,0.23721694945168906
Producto_118,81,16,B,2025-04-28,0.09562575087962097
Producto_119,21,39,D,2025-04-29,0.18776741293110272
Producto_120,171,45,A,2025-04-30,0.26579332447085613
Producto_121,42,42,A,2025-05-01,0.18475895645469137
Producto_122,57,39,B,2025-05-02,0.06988784242609013
Producto_123,160,14,A,2025-05-03,0.007320234466961405
Producto_124,71,31,B,2025-05-04,0.26102966217027895
Producto_125,46,5,D,2025-05-05,0.006380823255116142
Producto_126,108,35,D,2025-05-06,0.2624105018052598
Producto_127,181,23,C,2025-05-07,0.1586811402081636
Producto_128,113,29,D,2025-05-08,0.28172030955386884
Producto_129,44,43,B,2025-05-09,0.2396349707320996
Producto_130,110,11,D,2025-05-10,0.29938023316000123
Producto_131,184,18,C,2025-05-11,0.10521354463551304
Producto_132,140,47,A,2025-05-12,0.23015648667933805
Producto_133,10,12,B,2025-05-13,0.12057927408277264
Producto_134,14,9,A,2025-05-14,0.14396268609117266
Producto_135,151,10,C,2025-05-15,0.18825163896551103
Producto_136,112,44,C,2025-05-16,0.2621031342559016
Producto_137,36,17,C,2025-05-17,0.2952250407597885
Producto_138,146,38,A,2025-05-18,0.23048202415935545
Producto_139,24,7,A,2025-05-19,0.12533003465020012
Producto_140,99,46,A,2025-05-20,0.12640710068312105
Producto_141,51,13,A,2025-05-21,0.22127469047666745
Producto_142,133,40,C,2025-05-22,0.07163314373049069
Producto_143,188,42,C,2025-05-23,0.0331422339394184
Producto_144,72,9,B,2025-05-24,0.10638664729223296
Producto_145,105,27,B,2025-05-25,0.08617169749622451
Producto_146,61,2,A,2025-05-26,0.08889243613679702
Producto_147,105,5,D,2025-05-27,0.07008232531497298
Producto_148,141,29,D,2025-05-28,0.012627956890908565
Producto_149,160,37,C,2025-05-29,0.0053621804200241424
Producto_150,152,38,C,2025-05-30,0.29631671692080946
Producto_151,180,19,C,2025-05-31,0.1283319401207587
Producto_152,38,8,B,2025-06-01,0.1152979941479045
Producto_153,45,48,B,2025-06-02,0.20389418480792096
Producto_154,22,45,C,2025-06-03,0.06547616635951925
Producto_155,169,1,C,2025-06-04,0.2849883551850676
Producto_156,80,22,C,2025-06-05,0.2359035043246656
Producto_157,196,17,D,2025-06-06,0.026823300693677853
Producto_158,95,7,B,2025-06-07,0.1252742327354785
Producto_159,37,25,D,2025-06-08,0.2637354922686494
Producto_160,75,45,D,2025-06-09,0.28341960668742305
Producto_161,179,4,C,2025-06-10,0.14022045337496092
Producto_162,54,36,C,2025-06-11,0.1840234167632123
Producto_163,71,6,A,2025-06-12,0.05011018382762256
Producto_164,194,31,A,2025-06-13,0.297350587841093
Producto_165,143,19,D,2025-06-14,0.06950151041503301
Producto_166,37,44,B,2025-06-15,0.2828195322405377
Producto_167,37,39,C,2025-06-16,0.19489399469771054
Producto_168,117,27,C,2025-06-17,0.18232103846365774
Producto_169,53,10,D,2025-06-18,0.15380655330495258
Producto_170,93,26,A,2025-06-19,0.0692009435153276
Producto_171,39,19,B,2025-06-20,0.052958409601652476
Producto_172,199,39,A,2025-06-21,0.0661458627210526
Producto_173,84,3,A,2025-06-22,0.055931478643276356
Producto_174,137,45,A,2025-06-23,0.23387534207002597
Producto_175,101,13,A,2025-06-24,0.10503757775001903
Producto_176,199,28,C,2025-06-25,0.01735280296901891
Producto_177,138,20,C,2025-06-26,0.29073078904224336
Producto_178,130,28,A,2025-06-27,0.2651357654890277
Producto_179,36,8,B,2025-06-28,0.27832568495856386
Producto_180,199,41,D,2025-06-29,0.2984723467939306
Producto_181,130,39,B,2025-06-30,0.05216857476584619
Producto_182,125,1,B,2025-07-01,0.11887260567079762
Producto_183,12,3,B,2025-07-02,0.22747154271122738
Producto_184,112,13,A,2025-07-03,0.20880618541613766
Producto_185,164,28,C,2025-07-04,0.046168771901956514
Producto_186,146,49,B,2025-07-05,0.24474993749718532
Producto_187,71,25,A,2025-07-06,0.0673321715509982
Producto_188,174,33,B,2025-07-07,0.06714528444678693
Producto_189,60,38,B,2025-07-08,0.16109232686802408
Producto_190,181,6,A,2025-07-09,0.17788198045251094
Producto_191,161,44,C,2025-07-10,0.17402586235134335
Producto_192,68,45,C,2025-07-11,0.027446051219326462
Producto_193,127,32,D,2025-07-12,0.2632382587891141
Producto_194,169,45,A,2025-07-13,0.07968001277661181
Producto_195,105,47,D,2025-07-14,0.03885447638484125
Producto_196,189,21,D,2025-07-15,0.26662442396069314
Producto_197,122,16,D,2025-07-16,0.286695449468926
Producto_198,71,21,C,2025-07-17,0.25863828517963516
Producto_199,195,11,A,2025-07-18,0.24285482241746342
Producto_200,61,37,D,2025-07-19,0.1965725941917065
Producto_201,21,36,A,2025-07-20,0.16525721118274178
Producto_202,48,35,A,2025-07-21,0.02609602797342304
Producto_203,139,19,C,2025-07-22,0.1225359639212096
Producto_204,140,20,D,2025-07-23,0.1118065551036942
Producto_205,122,18,D,2025-07-24,0.07792613512809786
Producto_206,110,47,A,2025-07-25,0.21702603410657548
Producto_207,122,41,B,2025-07-26,0.14876272052363124
Producto_208,193,49,C,2025-07-27,0.02431386477229438
Producto_209,90,14,C,2025-07-28,0.0660549605849434
Producto_210,196,15,C,2025-07-29,0.20497762909787878
Producto_211,122,31,C,2025-07-30,0.022839257847090056
Producto_212,11,1,D,2025-07-31,0.2553620742146306
Producto_213,139,3,D,2025-08-01,0.1485439581041923
Producto_214,63,16,B,2025-08-02,0.14417597319799438
Producto_215,96,23,C,2025-08-03,0.17772233539785529
Producto_216,138,11,C,2025-08-04,0.24740428977754475
Producto_217,156,12,A,2025-08-05,0.10434276237065791
Producto_218,135,10,D,2025-08-06,0.20340484576771906
Producto_219,139,32,C,2025-08-07,0.1697195891987373
Producto_220,62,16,B,2025-08-08,0.0801084810508264
Producto_221,181,8,B,2025-08-09,0.2635889959065474
Producto_222,169,38,D,2025-08-10,0.23922780648207842
Producto_223,169,12,B,2025-08-11,0.19753555039752765
Producto_224,77,24,B,2025-08-12,0.25517451872827257
Producto_225,192,28,D,2025-08-13,0.2601882602879407
Producto_226,193,8,C,2025-08-14,0.21250889301451042
Producto_227,132,28,C,2025-08-15,0.2511039985091016
Producto_228,154,36,B,2025-08-16,0.20924143850078508
Producto_229,47,26,B,2025-08-17,0.20404223152809012
Producto_230,33,8,C,2025-08-18,0.18558341346455529
Producto_231,78,28,D,2025-08-19,0.22581499186729237
Producto_232,125,28,B,2025-08-20,0.04758153158792211
Producto_233,107,37,A,2025-08-21,0.26426122775967853
Producto_234,148,41,D,2025-08-22,0.26155305832356956
Producto_235,153,36,B,2025-08-23,0.008774184910367744
Producto_236,106,27,B,2025-08-24,0.24774502516942878
Producto_237,133,17,A,2025-08-25,0.03866096024203356
Producto_238,196,9,A,2025-08-26,0.10053565627774257
Producto_239,79,33,C,2025-08-27,0.22305247688748234
Producto_240,102,20,D,2025-08-28,0.04822796881449246
Producto_241,12,13,D,2025-08-29,0.24539010723571864
Producto_242,157,28,C,2025-08-30,0.24964025338732257
Producto_243,196,48,D,2025-08-31,0.15224032012825087
Producto_244,173,29,D,2025-09-01,0.001915761515050074
Producto_245,156,13,D,2025-09-02,0.08611143995247383
Producto_246,99,46,D,2025-09-03,0.18507807551272265
Producto_247,156,35,D,2025-09-04,0.294355853408227
Producto_248,157,6,A,2025-09-05,0.1895440581050005
Producto_249,105,18,D,2025-09-06,0.07794107431924793
Producto_250,61,5,A,2025-09-07,0.1902017109298834
Producto_251,170,47,D,2025-09-08,0.16199561391475664
Producto_252,177,25,C,2025-09-09,0.23395361854534308
Producto_253,137,2,B,2025-09-10,0.03209419164808752
Producto_254,48,10,A,2025-09-11,0.2283083707506084
Producto_255,91,30,D,2025-09-12,0.16237997360283307
Producto_256,113,45,C,2025-09-13,0.28889760115769836
Producto_257,138,5,B,2025-09-14,0.10256164981160583
Producto_258,20,33,A,2025-09-15,0.18978656794018442
Producto_259,194,1,B,2025-09-16,0.27960843165300525
Producto_260,187,18,C,2025-09-17,0.030752918397203774
Producto_261,160,32,A,2025-09-18,0.28116854617093534
Producto_262,168,47,B,2025-09-19,0.206365716690244
Producto_263,51,49,D,2025-09-20,0.02035111773155157
Producto_264,108,11,A,2025-09-21,0.09028907008404487
Producto_265,16,21,B,2025-09-22,0.21245162659358446
Producto_266,153,26,C,2025-09-23,0.02020518044063151
Producto_267,99,25,C,2025-09-24,0.174651138052882
Producto_268,121,22,A,2025-09-25,0.10376491708588702
Producto_269,69,27,B,2025-09-26,0.18627465533024312
Producto_270,122,49,A,2025-09-27,0.013722610143753854
Producto_271,11,13,A,2025-09-28,0.2614610418457129
Producto_272,138,33,B,2025-09-29,0.29204669075321904
Producto_273,57,34,B,2025-09-30,0.2906633565857074
Producto_274,149,41,D,2025-10-01,0.2248955495228774
Producto_275,46,35,B,2025-10-02,0.03902587203918959
Producto_276,169,1,C,2025-10-03,0.22747895877870677
Producto_277,18,21,A,2025-10-04,0.007376074937640453
Producto_278,108,48,A,2025-10-05,0.006637065458699176
Producto_279,156,6,C,2025-10-06,0.09708306574486238
Producto_280,57,28,B,2025-10-07,0.14659295712139972
Producto_281,140,17,C,2025-10-08,0.23112222534233795
Producto_282,157,5,C,2025-10-09,0.20498861298195156
Producto_283,161,31,D,2025-10-10,0.1337708119130245
Producto_284,63,5,C,2025-10-11,0.08208799988449976
Producto_285,129,38,A,2025-10-12,0.29913735004731334
Producto_286,170,3,C,2025-10-13,0.12785439067079188
Producto_287,161,23,A,2025-10-14,0.13541610729890263
Producto_288,125,37,A,2025-10-15,0.049087146357500756
Producto_289,84,37,A,2025-10-16,0.2384428646249788
Producto_290,122,10,B,2025-10-17,0.20810466773444658
Producto_291,173,10,D,2025-10-18,0.06623088383662812
Producto_292,175,19,A,2025-10-19,0.024714313684752808
Producto_293,113,17,A,2025-10-20,0.20414979062241392
Producto_294,93,21,B,2025-10-21,0.19635336428434055
Producto_295,121,14,A,2025-10-22,0.0819778580994628
Producto_296,108,9,C,2025-10-23,0.2852590686751231
Producto_297,162,46,C,2025-10-24,0.04531736753427007
Producto_298,102,1,D,2025-10-25,0.12970044031278058
Producto_299,155,45,A,2025-10-26,0.28308477605027965
Producto_300,137,13,B,2025-10-27,0.1259181950778367
Producto_301,119,4,C,2025-10-28,0.19155778429922565
Producto_302,91,1,B,2025-10-29,0.11927831938883827
Producto_303,63,49,B,2025-10-30,0.082264560704601
Producto_304,172,40,C,2025-10-31,0.29519329438794845
Producto_305,198,32,B,2025-11-01,0.1228002018945129
Producto_306,178,34,C,2025-11-02,0.2682297611037403
Producto_307,170,28,B,2025-11-03,0.06898638176732586
Producto_308,77,31,C,2025-11-04,0.06393141120752499
Producto_309,42,8,A,2025-11-05,0.009340224865353408
Producto_310,151,39,D,2025-11-06,0.19550004761276552
Producto_311,30,26,C,2025-11-07,0.11055790311712833
Producto_312,57,34,C,2025-11-08,0.2593074749518911
Producto_313,157,3,D,2025-11-09,0.14196297200746713
Producto_314,137,12,C,2025-11-10,0.29045802837441653
Producto_315,145,1,C,2025-11-11,0.055657654710936345
Producto_316,144,44,B,2025-11-12,0.2605869503866832
Producto_317,154,5,D,2025-11-13,0.23297905583752251
Producto_318,137,30,A,2025-11-14,0.2312765533932156
Producto_319,42,30,C,2025-11-15,0.2534349684350663
Producto_320,185,17,D,2025-11-16,0.22830719728289967
Producto_321,196,48,B,2025-11-17,0.18786609648942462
Producto_322,124,47,A,2025-11-18,0.03937346330471627
Producto_323,128,23,D,2025-11-19,0.009757853847375575
Producto_324,31,15,A,2025-11-20,0.276254354344706
Producto_325,167,37,A,2025-11-21,0.1849950943562214
Producto_326,47,21,A,2025-11-22,0.23896118729285287
Producto_327,118,14,C,2025-11-23,0.14445670545376502
Producto_328,60,2,C,2025-11-24,0.03519245668871834
Producto_329,191,11,B,2025-11-25,0.03755573766076513
Producto_330,17,39,B,2025-11-26,0.2056695861686914
Producto_331,36,38,D,2025-11-27,0.1290917684698388
Producto_332,36,34,B,2025-11-28,0.060157418010101014
Producto_333,30,38,A,2025-11-29,0.14747836402243106
Producto_334,39,34,A,2025-11-30,0.019262681122540225
Producto_335,106,18,C,2025-12-01,0.17459142057431962
Producto_336,37,30,A,2025-12-02,0.0806980213305293
Producto_337,120,15,D,2025-12-03,0.23926773019115644
Producto_338,70,27,A,2025-12-04,0.09310858767707213
Producto_339,57,34,A,2025-12-05,0.13656604472454034
Producto_340,156,38,D,2025-12-06,0.0034861619724301904
Producto_341,13,33,B,2025-12-07,0.021734066338367664
Producto_342,44,24,B,2025-12-08,0.11774806692200544
Producto_343,58,15,D,2025-12-09,0.14398165041513705
Producto_344,26,30,C,2025-12-10,0.18000616443579112
Producto_345,181,42,A,2025-12-11,0.08749877361279097
Producto_346,167,17,D,2025-12-12,0.20849456583796275
Producto_347,55,5,A,2025-12-13,0.25803671915676135
Producto_348,126,29,C,2025-12-14,0.23395529666800494
Producto_349,15,4,A,2025-12-15,0.011885647604507143
Producto_350,108,10,D,2025-12-16,0.14415208417734868
Producto_351,133,17,A,2025-12-17,0.03147905352545246
Producto_352,46,10,B,2025-12-18,0.07261350475875823
Producto_353,33,17,C,2025-12-19,0.2959987779801439
Producto_354,102,20,C,2025-12-20,0.042748662870453966
Producto_355,55,24,C,2025-12-21,0.14966644603540682
Producto_356,190,5,D,2025-12-22,0.1854467202954357
Producto_357,104,34,C,2025-12-23,0.21073949116323118
Producto_358,108,6,B,2025-12-24,0.16789460504607423
Producto_359,197,2,D,2025-12-25,0.0029312542257550977
Producto_360,125,13,B,2025-12-26,0.09793839247319756
Producto_361,169,43,A,2025-12-27,0.15531349301541342
Producto_362,170,43,A,2025-12-28,0.026359949743450007
Producto_363,76,48,A,2025-12-29,0.10518807936275422
Producto_364,137,11,A,2025-12-30,0.009960932637409969
Producto_365,27,47,B,2025-12-31,0.023573549146506223
Producto_366,34,23,D,2026-01-01,0.11907698286047881
Producto_367,63,16,D,2026-01-02,0.0398147262129181
Producto_368,67,31,C,2026-01-03,0.17026225447846743
Producto_369,76,11,B,2026-01-04,0.20683949074117972
Producto_370,113,16,A,2026-01-05,0.24017600973272485
Producto_371,183,8,B,2026-01-06,0.06004507327344302
Producto_372,33,4,C,2026-01-07,0.05024477467772093
Producto_373,123,40,C,2026-01-08,0.031370352100320076
Producto_374,41,4,B,2026-01-09,0.190929074863091
Producto_375,184,25,B,2026-01-10,0.21194271794607034
Producto_376,95,3,B,2026-01-11,0.009475843447692612
Producto_377,160,32,D,2026-01-12,0.28086367387310696
Producto_378,136,3,A,2026-01-13,0.015591385095441723
Producto_379,164,27,B,2026-01-14,0.16238890059032113
Producto_380,139,29,B,2026-01-15,0.21271815583527492
Producto_381,26,32,B,2026-01-16,0.26129073712382567
Producto_382,113,19,C,2026-01-17,0.21422607963972834
Producto_383,170,21,C,2026-01-18,0.24051842492093753
Producto_384,146,5,D,2026-01-19,0.10183505776284181
Producto_385,52,18,A,2026-01-20,0.24444753412395365
Producto_386,185,28,D,2026-01-21,0.024034453915402543
Producto_387,48,42,A,2026-01-22,0.26844499681815825
Producto_388,179,22,C,2026-01-23,0.16427771284612086
Producto_389,35,21,C,2026-01-24,0.2451893309887481
Producto_390,108,6,C,2026-01-25,0.13569548535549003
Producto_391,59,1,D,2026-01-26,0.1930733085589575
Producto_392,162,5,B,2026-01-27,0.15792079828083397
Producto_393,161,41,B,2026-01-28,0.21947685652659957
Producto_394,22,12,C,2026-01-29,0.024488994609176872
Producto_395,69,26,B,2026-01-30,0.01810562519716914
Producto_396,144,46,B,2026-01-31,0.07413097020304393
Producto_397,66,34,D,2026-02-01,0.0478634040339565
Producto_398,45,49,A,2026-02-02,0.2615350699776605
Producto_399,182,14,C,2026-02-03,0.06576419620741329
Producto_400,29,26,C,2026-02-04,0.2927595767457394
Producto_401,74,45,D,2026-02-05,0.10106873753133205
Producto_402,17,27,D,2026-02-06,0.054635374706609785
Producto_403,153,9,B,2026-02-07,0.23690955214274373
Producto_404,151,26,C,2026-02-08,0.19761233265026282
Producto_405,124,47,A,2026-02-09,0.14945871493594168
Producto_406,152,22,D,2026-02-10,0.16660906528128935
Producto_407,101,47,A,2026-02-11,0.21576053348167915
Producto_408,107,30,A,2026-02-12,0.06853642239938962
Producto_409,75,43,C,2026-02-13,0.2989001748170226
Producto_410,41,48,C,2026-02-14,0.29243794864403494
Producto_411,95,17,D,2026-02-15,0.19509770590408107
Producto_412,60,26,C,2026-02-16,0.059862735278743535
Producto_413,162,36,C,2026-02-17,0.20406847272938738
Producto_414,195,1,C,2026-02-18,0.021659522693752754
Producto_415,72,8,A,2026-02-19,0.009195750661741818
Producto_416,199,49,D,2026-02-20,0.0773048665533641
Producto_417,134,35,B,2026-02-21,0.1387868870217949
Producto_418,159,15,A,2026-02-22,0.26048175162251413
Producto_419,67,47,C,2026-02-23,0.2181507209298924
Producto_420,67,22,A,2026-02-24,0.22281195635999432
Producto_421,95,14,C,2026-02-25,0.1276480003344226
Producto_422,58,26,C,2026-02-26,0.10378049776408887
Producto_423,189,28,A,2026-02-27,0.11131162889538081
Producto_424,179,23,D,2026-02-28,0.2962948691208173
Producto_425,79,14,C,2026-03-01,0.012032757423744744
Producto_426,24,24,D,2026-03-02,0.26010944883673454
Producto_427,63,2,B,2026-03-03,0.17360262257171802
Producto_428,197,45,C,2026-03-04,0.13158462575687713
Producto_429,110,26,D,2026-03-05,0.21757729812454094
Producto_430,17,14,D,2026-03-06,0.14600068242741085
Producto_431,62,7,B,2026-03-07,0.26202697142449816
Producto_432,69,3,D,2026-03-08,0.27021055920337755
Producto_433,117,47,D,2026-03-09,0.1265162780620366
Producto_434,14,23,B,2026-03-10,0.08304833917051548
Producto_435,112,46,C,2026-03-11,0.17770509857800867
Producto_436,15,43,D,2026-03-12,0.2737090036850073
Producto_437,118,47,D,2026-03-13,0.06319865670169997
Producto_438,125,45,D,2026-03-14,0.18688997506904484
Producto_439,103,18,A,2026-03-15,0.18946806602775615
Producto_440,56,38,B,2026-03-16,0.2199339067245843
Producto_441,108,35,A,2026-03-17,0.03947030553817794
Producto_442,64,15,B,2026-03-18,0.21474748940462657
Producto_443,177,25,C,2026-03-19,0.2727097561996923
Producto_444,61,37,C,2026-03-20,0.05390493266107259
Producto_445,153,28,D,2026-03-21,0.07126299747716329
Producto_446,22,10,B,2026-03-22,0.29141852821249187
Producto_447,123,39,C,2026-03-23,0.054293085812846927
Producto_448,133,17,B,2026-03-24,0.2563155280108737
Producto_449,115,39,C,2026-03-25,0.14768335693441043
Producto_450,167,22,A,2026-03-26,0.07416932232095311
Producto_451,156,26,C,2026-03-27,0.2612249703817534
Producto_452,154,44,A,2026-03-28,0.13359157650079964
Producto_453,129,25,C,2026-03-29,0.15444520617890706
Producto_454,72,17,D,2026-03-30,0.1077700108199297
Producto_455,28,13,A,2026-03-31,0.17788525543047823
Producto_456,101,20,C,2026-04-01,0.04905716177550683
Producto_457,67,25,D,2026-04-02,0.11732446099552821
Producto_458,192,4,A,2026-04-03,0.2908236967005862
Producto_459,99,10,D,2026-04-04,0.07744002981033826
Producto_460,126,3,B,2026-04-05,0.19702099936238765
Producto_461,71,41,B,2026-04-06,0.09755701926740847
Producto_462,32,45,A,2026-04-07,0.2320419377059802
Producto_463,136,18,C,2026-04-08,0.03926209821550495
Producto_464,146,47,A,2026-04-09,0.2909463135235634
Producto_465,149,36,D,2026-04-10,0.13613686241509176
Producto_466,138,47,C,2026-04-11,0.07081513900393918
Producto_467,67,22,B,2026-04-12,0.022049024199003796
Producto_468,131,34,C,2026-04-13,0.05092737152626222
Producto_469,10,47,B,2026-04-14,0.1559321845668053
Producto_470,43,8,C,2026-04-15,0.10110095292938588
Producto_471,105,40,C,2026-04-16,0.24866500976478284
Producto_472,135,49,C,2026-04-17,0.12926625709854178
Producto_473,127,44,D,2026-04-18,0.07461428177628897
Producto_474,57,19,D,2026-04-19,0.18514349598120902
Producto_475,98,42,A,2026-04-20,0.21203316506563374
Producto_476,126,41,A,2026-04-21,0.05011257237028496
Producto_477,138,37,B,2026-04-22,0.0502857648864953
Producto_478,25,6,D,2026-04-23,0.011001428080062891
Producto_479,198,26,B,2026-04-24,0.22092060451969214
Producto_480,78,34,A,2026-04-25,0.19914135828654153
Producto_481,31,45,B,2026-04-26,0.14238926272494415
Producto_482,102,6,A,2026-04-27,0.2532511346907591
Producto_483,85,37,D,2026-04-28,0.24170104588501595
Producto_484,163,33,C,2026-04-29,0.17560630931902563
Producto_485,153,22,D,2026-04-30,0.2604813841539776
Producto_486,188,21,B,2026-05-01,0.06175236301103047
Producto_487,95,6,B,2026-05-02,0.03357588581931836
Producto_488,194,6,D,2026-05-03,0.08092488345509688
Producto_489,38,48,D,2026-05-04,0.017126056826794456
Producto_490,78,4,A,2026-05-05,0.1593508584003096
Producto_491,56,30,B,2026-05-06,0.28098170768848846
Producto_492,103,11,B,2026-05-07,0.011803062200552893
Producto_493,199,30,D,2026-05-08,0.03663297420300804
Producto_494,153,31,C,2026-05-09,0.1356597084850306
Producto_495,185,24,B,2026-05-10,0.28016250525837144
Producto_496,94,9,C,2026-05-11,0.09484683149302515
Producto_497,48,3,D,2026-05-12,0.15217044260651771
Producto_498,109,31,D,2026-05-13,0.01247185771511763
