order_id,item_id,product_id,product_name,unit_price,qty
100010,3,P-101,Ratón gaming,39.9,3
100010,4,P-102,"Monitor 27""",199.0,1
100010,5,P-106,Silla ergonómica,149.0,1
100010,6,P-106,Silla ergonómica,149.0,2
100010,7,P-100,Teclado mecánico,59.9,2
100010,8,P-106,Silla ergonómica,149.0,2
100010,9,P-104,Webcam HD,49.9,3
100011,1,P-107,Alfombrilla XL,19.9,2
100011,2,P-100,Teclado mecánico,59.9,2
100011,3,P-100,Teclado mecánico,59.9,1
100011,4,P-107,Alfombrilla XL,19.9,1
100011,5,P-102,"Monitor 27""",199.0,3
100011,6,P-102,"Monitor 27""",199.0,2
100011,7,P-101,Ratón gaming,39.9,1
100011,8,P-103,Auriculares,79.0,1
100011,9,P-106,Silla ergonómica,149.0,3
100011,10,P-103,Auriculares,79.0,3
100011,11,P-100,Teclado mecánico,59.9,1
100011,12,P-105,SSD 1TB,89.0,1
100012,1,P-102,"Monitor 27""",199.0,1
100012,2,P-104,Webcam HD,49.9,1
100012,3,P-101,Ratón gaming,39.9,2
100012,4,P-100,Teclado mecánico,59.9,1
100012,5,P-101,Ratón gaming,39.9,2
100012,6,P-101,Ratón gaming,39.9,1
100012,7,P-102,"Monitor 27""",199.0,1
100013,1,P-107,Alfombrilla XL,19.9,1
100013,2,P-104,Webcam HD,49.9,1
100013,3,P-100,Teclado mecánico,59.9,1
100014,1,P-104,Webcam HD,49.9,1
100014,2,P-101,Ratón gaming,39.9,3
100014,3,P-102,"Monitor 27""",199.0,1
100015,1,P-104,Webcam HD,49.9,1
100015,2,P-107,Alfombrilla XL,19.9,1
100015,3,P-100,Teclado mecánico,59.9,4
100015,4,P-101,Ratón gaming,39.9,1
100015,5,P-100,Teclado mecánico,59.9,1
100015,6,P-100,Teclado mecánico,59.9,1
100015,7,P-104,Webcam HD,49.9,2
100015,8,P-102,"Monitor 27""",199.0,1
100015,9,P-106,Silla ergonómica,149.0,1
100015,10,P-100,Teclado mecánico,59.9,3
100015,11,P-102,"Monitor 27""",199.0,3
100016,1,P-100,Teclado mecánico,59.9,1
100016,2,P-104,Webcam HD,49.9,1
100016,3,P-100,Teclado mecánico,59.9,3
100017,1,P-106,Silla ergonómica,149.0,2
100017,2,P-102,"Monitor 27""",199.0,2
100017,3,P-102,"Monitor 27""",199.0,1
100017,4,P-102,"Monitor 27""",199.0,2
100017,5,P-105,SSD 1TB,89.0,1
100017,6,P-106,Silla ergonómica,149.0,2
100017,7,P-103,Auriculares,79.0,1
100017,8,P-104,Webcam HD,49.9,2
100017,9,P-106,Silla ergonómica,149.0,3
100018,1,P-105,SSD 1TB,89.0,3
100018,2,P-104,Webcam HD,49.9,2
100018,3,P-103,Auriculares,79.0,1
100018,4,P-100,Teclado mecánico,59.9,1
100018,5,P-104,Webcam HD,49.9,1
100018,6,P-101,Ratón gaming,39.9,2
100018,7,P-106,Silla ergonómica,149.0,1
100018,8,P-105,SSD 1TB,89.0,2
100019,1,P-100,Teclado mecánico,59.9,2
100019,2,P-105,SSD 1TB,89.0,2
100019,3,P-106,Silla ergonómica,149.0,1
100019,4,P-106,Silla ergonómica,149.0,1
100019,5,P-103,Auriculares,79.0,1
100020,1,P-103,Auriculares,79.0,1
100020,2,P-105,SSD 1TB,89.0,2
100020,3,P-105,SSD 1TB,89.0,1
100020,4,P-104,Webcam HD,49.9,1
100020,5,P-104,Webcam HD,49.9,1
100020,6,P-104,Webcam HD,49.9,1
100020,7,P-102,"Monitor 27""",199.0,2
100020,8,P-106,Silla ergonómica,149.0,3
100020,9,P-102,"Monitor 27""",199.0,1
100021,1,P-106,Silla ergonómica,149.0,2
100021,2,P-105,SSD 1TB,89.0,1
100021,3,P-107,Alfombrilla XL,19.9,1
100021,4,P-107,Alfombrilla XL,19.9,2
100022,1,P-105,SSD 1TB,89.0,3
100022,2,P-101,Ratón gaming,39.9,2
100022,3,P-104,Webcam HD,49.9,1
100022,4,P-103,Auriculares,79.0,2
100022,5,P-100,Teclado mecánico,59.9,1
100022,6,P-103,Auriculares,79.0,3
100022,7,P-101,Ratón gaming,39.9,1
100022,8,P-107,Alfombrilla XL,19.9,1
100022,9,P-103,Auriculares,79.0,2
100022,10,P-106,Silla ergonómica,149.0,1
100023,1,P-106,Silla ergonómica,149.0,2
100023,2,P-107,Alfombrilla XL,19.9,3
100024,1,P-105,SSD 1TB,89.0,1
100024,2,P-107,Alfombrilla XL,19.9,1
100024,3,P-106,Silla ergonómica,149.0,1
100024,4,P-107,Alfombrilla XL,19.9,3
100024,5,P-107,Alfombrilla XL,19.9,1
100024,6,P-107,Alfombrilla XL,19.9,1
100024,7,P-104,Webcam HD,49.9,2
100024,8,P-107,Alfombrilla XL,19.9,1
100025,1,P-105,SSD 1TB,89.0,2
100025,2,P-102,"Monitor 27""",199.0,1
100025,3,P-103,Auriculares,79.0,1
100025,4,P-103,Auriculares,79.0,2
100025,5,P-101,Ratón gaming,39.9,1
100025,6,P-107,Alfombrilla XL,19.9,2
100026,1,P-100,Teclado mecánico,59.9,3
100026,2,P-106,Silla ergonómica,149.0,1
100026,3,P-104,Webcam HD,49.9,2
100026,4,P-106,Silla ergonómica,149.0,3
100026,5,P-106,Silla ergonómica,149.0,1
100026,6,P-103,Auriculares,79.0,1
100026,7,P-107,Alfombrilla XL,19.9,2
100026,8,P-100,Teclado mecánico,59.9,1
100026,9,P-106,Silla ergonómica,149.0,2
100026,10,P-102,"Monitor 27""",199.0,3
100027,1,P-100,Teclado mecánico,59.9,2
100027,2,P-107,Alfombrilla XL,19.9,2
100027,3,P-102,"Monitor 27""",199.0,2
100027,4,P-103,Auriculares,79.0,2
100027,5,P-107,Alfombrilla XL,19.9,1
100027,6,P-106,Silla ergonómica,149.0,3
100027,7,P-104,Webcam HD,49.9,2
100028,1,P-100,Teclado mecánico,59.9,2
100028,2,P-101,Ratón gaming,39.9,1
100028,3,P-100,Teclado mecánico,59.9,2
100028,4,P-103,Auriculares,79.0,1
100028,5,P-100,Teclado mecánico,59.9,1
100028,6,P-107,Alfombrilla XL,19.9,1
100028,7,P-101,Ratón gaming,39.9,1
100028,8,P-104,Webcam HD,49.9,1
100028,9,P-105,SSD 1TB,89.0,2
100028,10,P-101,Ratón gaming,39.9,3
100028,11,P-102,"Monitor 27""",199.0,2
100028,12,P-100,Teclado mecánico,59.9,1
100029,1,P-103,Auriculares,79.0,1
100029,2,P-101,Ratón gaming,39.9,1
100029,3,P-103,Auriculares,79.0,1
100029,4,P-101,Ratón gaming,39.9,1
100029,5,P-101,Ratón gaming,39.9,1
100029,6,P-100,Teclado mecánico,59.9,1
100029,7,P-105,SSD 1TB,89.0,2
100029,8,P-101,Ratón gaming,39.9,1
100029,9,P-106,Silla ergonómica,149.0,1
100029,10,P-107,Alfombrilla XL,19.9,4
100029,11,P-107,Alfombrilla XL,19.9,3
100029,12,P-102,"Monitor 27""",199.0,1
100030,1,P-107,Alfombrilla XL,19.9,1
100030,2,P-104,Webcam HD,49.9,2
100030,3,P-105,SSD 1TB,89.0,3
100030,4,P-101,Ratón gaming,39.9,1
100030,5,P-104,Webcam HD,49.9,2
100030,6,P-107,Alfombrilla XL,19.9,1
100030,7,P-106,Silla ergonómica,149.0,1
100030,8,P-105,SSD 1TB,89.0,2
100030,9,P-102,"Monitor 27""",199.0,1
100031,1,P-104,Webcam HD,49.9,1
100031,2,P-103,Auriculares,79.0,1
100031,3,P-101,Ratón gaming,39.9,2
100031,4,P-103,Auriculares,79.0,3
100031,5,P-107,Alfombrilla XL,19.9,1
100031,6,P-100,Teclado mecánico,59.9,1
100031,7,P-101,Ratón gaming,39.9,1
100031,8,P-103,Auriculares,79.0,2
100031,9,P-104,Webcam HD,49.9,1
100031,10,P-105,SSD 1TB,89.0,1
100032,1,P-103,Auriculares,79.0,1
100032,2,P-101,Ratón gaming,39.9,1
100032,3,P-102,"Monitor 27""",199.0,1
100032,4,P-103,Auriculares,79.0,2
100032,5,P-104,Webcam HD,49.9,3
100033,1,P-102,"Monitor 27""",199.0,2
100033,2,P-104,Webcam HD,49.9,2
100033,3,P-104,Webcam HD,49.9,2
100033,4,P-102,"Monitor 27""",199.0,1
100033,5,P-101,Ratón gaming,39.9,1
100033,6,P-100,Teclado mecánico,59.9,1
100033,7,P-107,Alfombrilla XL,19.9,1
100033,8,P-105,SSD 1TB,89.0,2
100033,9,P-107,Alfombrilla XL,19.9,2
100033,10,P-101,Ratón gaming,39.9,2
100033,11,P-101,Ratón gaming,39.9,1
100033,12,P-100,Teclado mecánico,59.9,3
100034,1,P-101,Ratón gaming,39.9,1
100034,2,P-103,Auriculares,79.0,1
100034,3,P-106,Silla ergonómica,149.0,1
100034,4,P-106,Silla ergonómica,149.0,2
100035,1,P-103,Auriculares,79.0,1
100035,2,P-104,Webcam HD,49.9,1
100035,3,P-102,"Monitor 27""",199.0,1
100035,4,P-101,Ratón gaming,39.9,2
100036,1,P-103,Auriculares,79.0,1
100037,1,P-104,Webcam HD,49.9,2
100037,2,P-103,Auriculares,79.0,1
100037,3,P-106,Silla ergonómica,149.0,2
100037,4,P-102,"Monitor 27""",199.0,2
100038,1,P-104,Webcam HD,49.9,2
100038,2,P-107,Alfombrilla XL,19.9,3
100038,3,P-106,Silla ergonómica,149.0,3
100038,4,P-104,Webcam HD,49.9,1
100038,5,P-101,Ratón gaming,39.9,1
100039,1,P-101,Ratón gaming,39.9,1
100040,1,P-100,Teclado mecánico,59.9,2
100040,2,P-102,"Monitor 27""",199.0,1
100040,3,P-104,Webcam HD,49.9,2
100040,4,P-102,"Monitor 27""",199.0,3
100040,5,P-107,Alfombrilla XL,19.9,1
100041,1,P-102,"Monitor 27""",199.0,2
100041,2,P-105,SSD 1TB,89.0,1
100042,1,P-100,Teclado mecánico,59.9,1
100042,2,P-105,SSD 1TB,89.0,2
100042,3,P-101,Ratón gaming,39.9,2
100042,4,P-100,Teclado mecánico,59.9,1
100042,5,P-107,Alfombrilla XL,19.9,1
100042,6,P-105,SSD 1TB,89.0,2
100042,7,P-107,Alfombrilla XL,19.9,1
100042,8,P-103,Auriculares,79.0,1
100042,9,P-104,Webcam HD,49.9,1
100043,1,P-103,Auriculares,79.0,1
100043,2,P-100,Teclado mecánico,59.9,1
100043,3,P-106,Silla ergonómica,149.0,4
100043,4,P-101,Ratón gaming,39.9,3
100043,5,P-107,Alfombrilla XL,19.9,3
100043,6,P-102,"Monitor 27""",199.0,1
100043,7,P-107,Alfombrilla XL,19.9,2
100043,8,P-104,Webcam HD,49.9,1
100043,9,P-106,Silla ergonómica,149.0,3
100043,10,P-103,Auriculares,79.0,1
100043,11,P-107,Alfombrilla XL,19.9,1
100044,1,P-101,Ratón gaming,39.9,1
100044,2,P-106,Silla ergonómica,149.0,3
100044,3,P-105,SSD 1TB,89.0,3
100045,1,P-107,Alfombrilla XL,19.9,2
100045,2,P-107,Alfombrilla XL,19.9,1
100045,3,P-105,SSD 1TB,89.0,1
100045,4,P-106,Silla ergonómica,149.0,3
100045,5,P-107,Alfombrilla XL,19.9,3
100046,1,P-106,Silla ergonómica,149.0,3
100046,2,P-106,Silla ergonómica,149.0,2
100046,3,P-106,Silla ergonómica,149.0,3
100046,4,P-102,"Monitor 27""",199.0,1
100047,1,P-107,Alfombrilla XL,19.9,1
100047,2,P-101,Ratón gaming,39.9,1
100048,1,P-102,"Monitor 27""",199.0,3
100048,2,P-104,Webcam HD,49.9,2
100048,3,P-105,SSD 1TB,89.0,1
100048,4,P-101,Ratón gaming,39.9,1
100048,5,P-105,SSD 1TB,89.0,3
100048,6,P-106,Silla ergonómica,149.0,1
100048,7,P-105,SSD 1TB,89.0,1
100048,8,P-107,Alfombrilla XL,19.9,1
100048,9,P-100,Teclado mecánico,59.9,1
100048,10,P-104,Webcam HD,49.9,1
100048,11,P-103,Auriculares,79.0,1
100049,1,P-104,Webcam HD,49.9,2
100049,2,P-100,Teclado mecánico,59.9,1
100049,3,P-104,Webcam HD,49.9,1
100049,4,P-103,Auriculares,79.0,2
100049,5,P-106,Silla ergonómica,149.0,1
100049,6,P-102,"Monitor 27""",199.0,1
100049,7,P-102,"Monitor 27""",199.0,3
100049,8,P-103,Auriculares,79.0,2
100049,9,P-107,Alfombrilla XL,19.9,2
100049,10,P-107,Alfombrilla XL,19.9,1
100049,11,P-104,Webcam HD,49.9,1
100049,12,P-107,Alfombrilla XL,19.9,2
100050,1,P-104,Webcam HD,49.9,2
100050,2,P-106,Silla ergonómica,149.0,1
100050,3,P-104,Webcam HD,49.9,1
100050,4,P-103,Auriculares,79.0,3
100050,5,P-101,Ratón gaming,39.9,1
100050,6,P-103,Auriculares,79.0,1
100051,1,P-106,Silla ergonómica,149.0,1
100051,2,P-100,Teclado mecánico,59.9,3
100051,3,P-107,Alfombrilla XL,19.9,3
100051,4,P-103,Auriculares,79.0,1
100051,5,P-105,SSD 1TB,89.0,2
100051,6,P-104,Webcam HD,49.9,2
100051,7,P-102,"Monitor 27""",199.0,1
100051,8,P-100,Teclado mecánico,59.9,1
100051,9,P-104,Webcam HD,49.9,2
100051,10,P-105,SSD 1TB,89.0,1
100051,11,P-102,"Monitor 27""",199.0,2
100052,1,P-105,SSD 1TB,89.0,1
100052,2,P-102,"Monitor 27""",199.0,1
100052,3,P-104,Webcam HD,49.9,4
100053,1,P-101,Ratón gaming,39.9,1
100053,2,P-103,Auriculares,79.0,2
100053,3,P-106,Silla ergonómica,149.0,3
100053,4,P-105,SSD 1TB,89.0,1
100053,5,P-101,Ratón gaming,39.9,2
100053,6,P-101,Ratón gaming,39.9,1
100054,1,P-105,SSD 1TB,89.0,1
100054,2,P-101,Ratón gaming,39.9,1
100054,3,P-105,SSD 1TB,89.0,1
100054,4,P-103,Auriculares,79.0,1
100054,5,P-107,Alfombrilla XL,19.9,1
100054,6,P-104,Webcam HD,49.9,1
100054,7,P-100,Teclado mecánico,59.9,1
100054,8,P-100,Teclado mecánico,59.9,1
100054,9,P-101,Ratón gaming,39.9,3
100054,10,P-103,Auriculares,79.0,2
100054,11,P-107,Alfombrilla XL,19.9,1
100055,1,P-101,Ratón gaming,39.9,1
100055,2,P-107,Alfombrilla XL,19.9,1
100055,3,P-104,Webcam HD,49.9,1
100055,4,P-100,Teclado mecánico,59.9,1
100055,5,P-107,Alfombrilla XL,19.9,1
100055,6,P-103,Auriculares,79.0,2
100055,7,P-105,SSD 1TB,89.0,1
100056,1,P-101,Ratón gaming,39.9,4
100056,2,P-103,Auriculares,79.0,1
100056,3,P-100,Teclado mecánico,59.9,1
100056,4,P-100,Teclado mecánico,59.9,2
100056,5,P-102,"Monitor 27""",199.0,1
100056,6,P-103,Auriculares,79.0,3
100056,7,P-103,Auriculares,79.0,2
100056,8,P-103,Auriculares,79.0,2
100057,1,P-100,Teclado mecánico,59.9,1
100057,2,P-102,"Monitor 27""",199.0,4
100057,3,P-104,Webcam HD,49.9,2
100057,4,P-100,Teclado mecánico,59.9,1
100057,5,P-102,"Monitor 27""",199.0,3
100057,6,P-103,Auriculares,79.0,2
100057,7,P-105,SSD 1TB,89.0,2
100057,8,P-102,"Monitor 27""",199.0,2
100057,9,P-106,Silla ergonómica,149.0,1
100057,10,P-107,Alfombrilla XL,19.9,1
100058,1,P-100,Teclado mecánico,59.9,2
100058,2,P-104,Webcam HD,49.9,1
100058,3,P-100,Teclado mecánico,59.9,2
100058,4,P-107,Alfombrilla XL,19.9,2
100058,5,P-101,Ratón gaming,39.9,1
100058,6,P-107,Alfombrilla XL,19.9,1
100058,7,P-101,Ratón gaming,39.9,1
100058,8,P-105,SSD 1TB,89.0,1
100058,9,P-104,Webcam HD,49.9,1
100058,10,P-105,SSD 1TB,89.0,1
100059,1,P-101,Ratón gaming,39.9,2
100059,2,P-103,Auriculares,79.0,1
100059,3,P-106,Silla ergonómica,149.0,1
100059,4,P-105,SSD 1TB,89.0,2
100059,5,P-107,Alfombrilla XL,19.9,1
100059,6,P-105,SSD 1TB,89.0,2
100059,7,P-106,Silla ergonómica,149.0,1
100060,1,P-101,Ratón gaming,39.9,2
100060,2,P-106,Silla ergonómica,149.0,2
100060,3,P-101,Ratón gaming,39.9,1
100060,4,P-102,"Monitor 27""",199.0,1
100060,5,P-100,Teclado mecánico,59.9,1
100060,6,P-105,SSD 1TB,89.0,1
100060,7,P-101,Ratón gaming,39.9,1
100060,8,P-106,Silla ergonómica,149.0,3
100061,1,P-103,Auriculares,79.0,1
100061,2,P-102,"Monitor 27""",199.0,1
100061,3,P-101,Ratón gaming,39.9,1
100061,4,P-105,SSD 1TB,89.0,2
100061,5,P-104,Webcam HD,49.9,1
100061,6,P-103,Auriculares,79.0,2
100061,7,P-100,Teclado mecánico,59.9,1
100061,8,P-104,Webcam HD,49.9,2
100061,9,P-104,Webcam HD,49.9,2
100061,10,P-105,SSD 1TB,89.0,1
100062,1,P-102,"Monitor 27""",199.0,1
100062,2,P-101,Ratón gaming,39.9,1
100063,1,P-104,Webcam HD,49.9,2
100063,2,P-105,SSD 1TB,89.0,2
100063,3,P-101,Ratón gaming,39.9,1
100063,4,P-100,Teclado mecánico,59.9,2
100063,5,P-100,Teclado mecánico,59.9,3
100063,6,P-101,Ratón gaming,39.9,1
100064,1,P-103,Auriculares,79.0,2
100064,2,P-106,Silla ergonómica,149.0,1
100064,3,P-101,Ratón gaming,39.9,1
100064,4,P-107,Alfombrilla XL,19.9,3
100064,5,P-104,Webcam HD,49.9,2
100065,1,P-103,Auriculares,79.0,2
100065,2,P-104,Webcam HD,49.9,1
100065,3,P-105,SSD 1TB,89.0,2
100065,4,P-106,Silla ergonómica,149.0,2
100065,5,P-102,"Monitor 27""",199.0,2
100066,1,P-105,SSD 1TB,89.0,3
100066,2,P-100,Teclado mecánico,59.9,2
100066,3,P-106,Silla ergonómica,149.0,4
100066,4,P-105,SSD 1TB,89.0,2
100066,5,P-106,Silla ergonómica,149.0,1
100066,6,P-106,Silla ergonómica,149.0,1
100066,7,P-104,Webcam HD,49.9,2
100066,8,P-105,SSD 1TB,89.0,2
100066,9,P-102,"Monitor 27""",199.0,2
100066,10,P-105,SSD 1TB,89.0,1
100066,11,P-101,Ratón gaming,39.9,1
100067,1,P-106,Silla ergonómica,149.0,3
100067,2,P-103,Auriculares,79.0,1
100068,1,P-105,SSD 1TB,89.0,1
100068,2,P-105,SSD 1TB,89.0,1
100068,3,P-102,"Monitor 27""",199.0,1
100068,4,P-103,Auriculares,79.0,2
100069,1,P-101,Ratón gaming,39.9,2
100069,2,P-107,Alfombrilla XL,19.9,3
100069,3,P-107,Alfombrilla XL,19.9,2
100069,4,P-107,Alfombrilla XL,19.9,1
100069,5,P-105,SSD 1TB,89.0,2
100069,6,P-102,"Monitor 27""",199.0,1
100069,7,P-107,Alfombrilla XL,19.9,2
100069,8,P-104,Webcam HD,49.9,2
100069,9,P-104,Webcam HD,49.9,1
100069,10,P-101,Ratón gaming,39.9,1
100069,11,P-104,Webcam HD,49.9,1
100070,1,P-106,Silla ergonómica,149.0,1
100070,2,P-100,Teclado mecánico,59.9,2
100071,1,P-100,Teclado mecánico,59.9,3
100071,2,P-107,Alfombrilla XL,19.9,3
100071,3,P-105,SSD 1TB,89.0,3
100072,1,P-107,Alfombrilla XL,19.9,2
100072,2,P-102,"Monitor 27""",199.0,1
100072,3,P-106,Silla ergonómica,149.0,3
100072,4,P-106,Silla ergonómica,149.0,2
100072,5,P-100,Teclado mecánico,59.9,1
100072,6,P-105,SSD 1TB,89.0,2
100072,7,P-106,Silla ergonómica,149.0,2
100072,8,P-104,Webcam HD,49.9,1
100073,1,P-101,Ratón gaming,39.9,1
100073,2,P-105,SSD 1TB,89.0,1
100073,3,P-104,Webcam HD,49.9,3
100073,4,P-106,Silla ergonómica,149.0,1
100073,5,P-102,"Monitor 27""",199.0,1
100073,6,P-104,Webcam HD,49.9,1
100074,1,P-101,Ratón gaming,39.9,2
100074,2,P-106,Silla ergonómica,149.0,1
100074,3,P-104,Webcam HD,49.9,1
100074,4,P-102,"Monitor 27""",199.0,2
100074,5,P-107,Alfombrilla XL,19.9,1
100074,6,P-103,Auriculares,79.0,2
100074,7,P-101,Ratón gaming,39.9,2
100074,8,P-104,Webcam HD,49.9,2
100074,9,P-100,Teclado mecánico,59.9,1
100074,10,P-105,SSD 1TB,89.0,2
100074,11,P-106,Silla ergonómica,149.0,1
100074,12,P-102,"Monitor 27""",199.0,2
100075,1,P-107,Alfombrilla XL,19.9,2
100075,2,P-103,Auriculares,79.0,2
100075,3,P-107,Alfombrilla XL,19.9,1
100076,1,P-104,Webcam HD,49.9,3
100076,2,P-103,Auriculares,79.0,1
100076,3,P-105,SSD 1TB,89.0,1
100076,4,P-107,Alfombrilla XL,19.9,1
100077,1,P-103,Auriculares,79.0,1
100077,2,P-102,"Monitor 27""",199.0,2
100077,3,P-107,Alfombrilla XL,19.9,1
100078,1,P-104,Webcam HD,49.9,3
100078,2,P-101,Ratón gaming,39.9,2
100079,1,P-101,Ratón gaming,39.9,2
100079,2,P-107,Alfombrilla XL,19.9,1
100079,3,P-105,SSD 1TB,89.0,2
100079,4,P-106,Silla ergonómica,149.0,1
100079,5,P-105,SSD 1TB,89.0,2
100079,6,P-105,SSD 1TB,89.0,5
100079,7,P-103,Auriculares,79.0,4
100080,1,P-100,Teclado mecánico,59.9,1
100080,2,P-102,"Monitor 27""",199.0,3
100080,3,P-107,Alfombrilla XL,19.9,1
100081,1,P-106,Silla ergonómica,149.0,2
100081,2,P-104,Webcam HD,49.9,2
100081,3,P-101,Ratón gaming,39.9,2
100082,1,P-107,Alfombrilla XL,19.9,1
100082,2,P-103,Auriculares,79.0,1
100083,1,P-106,Silla ergonómica,149.0,2
100083,2,P-102,"Monitor 27""",199.0,1
100083,3,P-105,SSD 1TB,89.0,1
100083,4,P-101,Ratón gaming,39.9,3
100083,5,P-100,Teclado mecánico,59.9,1
100083,6,P-106,Silla ergonómica,149.0,2
100083,7,P-106,Silla ergonómica,149.0,1
100083,8,P-105,SSD 1TB,89.0,1
100083,9,P-101,Ratón gaming,39.9,2
100083,10,P-105,SSD 1TB,89.0,2
100084,1,P-102,"Monitor 27""",199.0,3
100084,2,P-102,"Monitor 27""",199.0,2
100084,3,P-107,Alfombrilla XL,19.9,3
100084,4,P-102,"Monitor 27""",199.0,1
100084,5,P-102,"Monitor 27""",199.0,3
100084,6,P-107,Alfombrilla XL,19.9,2
100085,1,P-104,Webcam HD,49.9,1
100085,2,P-106,Silla ergonómica,149.0,3
100085,3,P-104,Webcam HD,49.9,1
100085,4,P-100,Teclado mecánico,59.9,2
100085,5,P-105,SSD 1TB,89.0,1
100085,6,P-100,Teclado mecánico,59.9,2
100086,1,P-107,Alfombrilla XL,19.9,2
100086,2,P-102,"Monitor 27""",199.0,1
100086,3,P-107,Alfombrilla XL,19.9,1
100086,4,P-104,Webcam HD,49.9,1
100086,5,P-101,Ratón gaming,39.9,1
100086,6,P-102,"Monitor 27""",199.0,1
100086,7,P-104,Webcam HD,49.9,1
100087,1,P-106,Silla ergonómica,149.0,2
100087,2,P-107,Alfombrilla XL,19.9,2
100087,3,P-100,Teclado mecánico,59.9,1
100087,4,P-106,Silla ergonómica,149.0,1
100087,5,P-104,Webcam HD,49.9,1
100087,6,P-100,Teclado mecánico,59.9,1
100087,7,P-101,Ratón gaming,39.9,1
100087,8,P-102,"Monitor 27""",199.0,1
100087,9,P-100,Teclado mecánico,59.9,2
100087,10,P-107,Alfombrilla XL,19.9,3
100088,1,P-100,Teclado mecánico,59.9,1
100088,2,P-102,"Monitor 27""",199.0,1
100088,3,P-105,SSD 1TB,89.0,1
100088,4,P-107,Alfombrilla XL,19.9,2
100088,5,P-105,SSD 1TB,89.0,1
100088,6,P-106,Silla ergonómica,149.0,1
100088,7,P-101,Ratón gaming,39.9,2
100089,1,P-104,Webcam HD,49.9,2
100089,2,P-107,Alfombrilla XL,19.9,2
100089,3,P-107,Alfombrilla XL,19.9,3
100089,4,P-103,Auriculares,79.0,3
100089,5,P-107,Alfombrilla XL,19.9,3
100090,1,P-105,SSD 1TB,89.0,1
100090,2,P-101,Ratón gaming,39.9,1
