order_id,order_date,country,state,customer_age
100081,2025-01-21,ES,PAID,35
100082,2025-07-23,PT,SHIPPED,38
100083,2025-07-03,FR,PAID,44
100084,2025-01-27,PT,DELIVERED,49
100085,2025-01-10,DE,PAID,40
100086,2025-02-01,DE,SHIPPED,28
100087,2025-06-19,DE,PAID,38
100088,2025-01-09,FR,NEW,36
100089,2025-01-07,FR,SHIPPED,25
100090,2025-02-14,IT,CANCELLED,44
100091,2025-02-21,FR,PAID,34
100092,2025-06-14,ES,SHIPPED,31
100093,2025-02-02,DE,SHIPPED,46
100094,2025-06-25,IT,PAID,36
100095,2025-02-22,DE,SHIPPED,28
100096,2025-05-08,DE,SHIPPED,35
100097,2025-05-30,DE,NEW,32
100098,2025-02-02,ES,PAID,37
100099,2025-02-05,DE,CANCELLED,52
100100,2025-06-22,ES,CANCELLED,19
100101,2025-05-24,DE,CANCELLED,23
100102,2025-06-30,FR,DELIVERED,23
100103,2025-02-24,FR,DELIVERED,33
100104,2025-01-14,ES,SHIPPED,34
100105,2025-05-03,FR,DELIVERED,33
100106,2025-06-16,PT,PAID,33
100107,2025-04-17,FR,CANCELLED,53
100108,2025-06-15,DE,DELIVERED,49
100109,2025-07-13,FR,PAID,22
100110,2025-01-31,IT,PAID,31
100111,2025-07-13,PT,DELIVERED,16
100112,2025-01-16,PT,CANCELLED,38
100113,2025-01-24,PT,SHIPPED,39
100114,2025-05-19,ES,CANCELLED,56
100115,2025-04-15,FR,DELIVERED,37
100116,2025-05-17,IT,DELIVERED,35
100117,2025-04-25,PT,DELIVERED,40
100118,2025-04-23,FR,SHIPPED,35
100119,2025-05-28,PT,DELIVERED,38
100120,2025-06-10,IT,SHIPPED,43
100121,2025-08-25,IT,DELIVERED,48
100122,2025-07-05,PT,PAID,50
100123,2025-08-23,FR,DELIVERED,32
100124,2025-05-08,IT,NEW,46
100125,2025-04-28,FR,DELIVERED,31
100126,2025-04-06,ES,SHIPPED,28
100127,2025-02-08,FR,PAID,37
100128,2025-01-22,IT,DELIVERED,23
100129,2025-05-26,IT,DELIVERED,47
100130,2025-04-07,IT,PAID,47
100131,2025-01-27,ES,NEW,22
100132,2025-05-07,FR,NEW,41
100133,2025-07-25,DE,SHIPPED,47
100134,2025-04-11,DE,NEW,47
100135,2025-04-25,PT,SHIPPED,25
100136,2025-06-23,PT,DELIVERED,42
100137,2025-08-01,FR,PAID,32
100138,2025-01-06,DE,SHIPPED,32
100139,2025-04-04,DE,PAID,23
100140,2025-06-02,IT,SHIPPED,27
100141,2025-05-05,PT,DELIVERED,30
100142,2025-07-23,FR,PAID,46
100143,2025-04-04,PT,DELIVERED,16
100144,2025-01-27,FR,PAID,26
100145,2025-01-23,IT,RETURNED,54
100146,2025-08-09,PT,SHIPPED,37
100147,2025-05-27,DE,CANCELLED,33
100148,2025-07-23,ES,SHIPPED,37
100149,2025-08-17,ES,NEW,21
100150,2025-08-26,FR,SHIPPED,60
100151,2025-04-06,FR,NEW,28
100152,2025-01-27,DE,PAID,44
100153,2025-07-11,FR,CANCELLED,40
100154,2025-02-22,PT,SHIPPED,38
100155,2025-02-25,ES,CANCELLED,44
100156,2025-09-07,FR,SHIPPED,24
100157,2025-02-12,DE,NEW,36
100158,2025-01-17,DE,DELIVERED,27
100159,2025-02-15,ES,SHIPPED,49
100160,2025-09-02,IT,NEW,27
100161,2025-04-29,DE,SHIPPED,17
100162,2025-01-03,DE,NEW,23
100163,2025-06-01,PT,NEW,27
100164,2025-02-23,IT,PAID,29
100165,2025-04-12,PT,NEW,16
100166,2025-02-01,ES,NEW,45
100167,2025-02-20,IT,DELIVERED,51
100168,2025-03-12,DE,SHIPPED,52
100169,2025-01-16,ES,PAID,41
100170,2025-04-02,IT,SHIPPED,33
100171,2025-09-07,FR,NEW,30
100172,2025-01-15,FR,SHIPPED,37
100173,2025-02-21,FR,PAID,35
100174,2025-09-03,ES,PAID,18
100175,2025-04-11,PT,NEW,27
100176,2025-01-13,IT,SHIPPED,29
100177,2025-01-19,DE,PAID,23
100178,2025-06-19,DE,PAID,43
100179,2025-05-01,IT,RETURNED,33
100180,2025-01-22,DE,DELIVERED,20
100181,2025-08-20,ES,SHIPPED,35
100182,2025-01-18,ES,PAID,23
100183,2025-06-17,IT,SHIPPED,29
100184,2025-03-13,IT,RETURNED,24
100185,2025-01-23,FR,SHIPPED,21
100186,2025-08-03,ES,PAID,52
100187,2025-03-30,FR,DELIVERED,33
100188,2025-05-27,FR,RETURNED,38
100189,2025-06-23,PT,DELIVERED,46
100190,2025-06-16,DE,PAID,16
100191,2025-05-17,IT,CANCELLED,27
100192,2025-01-14,PT,SHIPPED,36
100193,2025-06-12,ES,NEW,32
100194,2025-06-07,IT,SHIPPED,16
100195,2025-03-21,FR,NEW,26
100196,2025-05-14,PT,SHIPPED,31
100197,2025-02-13,ES,PAID,21
100198,2025-03-11,PT,SHIPPED,22
100199,2025-02-20,PT,PAID,38
100200,2025-01-23,ES,DELIVERED,36
100201,2025-02-13,DE,PAID,23
100202,2025-02-03,ES,CANCELLED,37
100203,2025-07-16,PT,DELIVERED,20
100204,2025-06-19,IT,NEW,44
100205,2025-04-25,ES,RETURNED,39
100206,2025-04-04,ES,DELIVERED,40
100207,2025-01-31,IT,PAID,41
100208,2025-09-04,IT,NEW,33
100209,2025-03-12,IT,CANCELLED,45
100210,2025-08-04,PT,RETURNED,29
100211,2025-04-08,FR,NEW,42
100212,2025-02-22,PT,NEW,36
100213,2025-04-25,FR,CANCELLED,57
100214,2025-05-14,ES,DELIVERED,31
100215,2025-03-26,DE,PAID,25
100216,2025-01-12,DE,RETURNED,39
100217,2025-06-11,FR,RETURNED,30
100218,2025-02-28,DE,SHIPPED,30
100219,2025-04-08,IT,DELIVERED,40
100220,2025-09-05,DE,CANCELLED,54
100221,2025-06-02,IT,SHIPPED,35
100222,2025-02-24,IT,CANCELLED,38
100223,2025-08-06,PT,SHIPPED,27
100224,2025-09-01,DE,PAID,47
100225,2025-03-20,IT,SHIPPED,37
100226,2025-01-20,ES,RETURNED,55
100227,2025-08-06,PT,DELIVERED,34
100228,2025-01-11,DE,NEW,24
100229,2025-02-12,FR,NEW,34
100230,2025-02-12,DE,CANCELLED,31
100231,2025-01-18,FR,PAID,28
100232,2025-08-19,PT,SHIPPED,31
100233,2025-03-01,ES,PAID,43
100234,2025-02-22,IT,SHIPPED,34
100235,2025-07-25,PT,SHIPPED,34
100236,2025-06-18,PT,PAID,37
100237,2025-04-03,FR,DELIVERED,25
100238,2025-01-04,ES,CANCELLED,38
100239,2025-05-12,DE,RETURNED,39
100240,2025-05-13,PT,NEW,38
100241,2025-05-02,DE,PAID,45
100242,2025-08-06,IT,PAID,26
100243,2025-06-26,ES,NEW,24
100244,2025-09-03,PT,PAID,39
100245,2025-02-20,FR,DELIVERED,34
100246,2025-04-18,IT,NEW,46
100247,2025-03-30,ES,SHIPPED,26
100248,2025-02-11,DE,PAID,31
100249,2025-02-02,FR,DELIVERED,49
100250,2025-08-28,IT,SHIPPED,37
100251,2025-01-27,DE,SHIPPED,30
100252,2025-04-24,FR,NEW,36
100253,2025-02-09,DE,NEW,18
100254,2025-08-31,IT,PAID,36
100255,2025-02-04,DE,NEW,38
100256,2025-01-04,IT,PAID,19
100257,2025-07-16,FR,PAID,30
100258,2025-03-06,IT,SHIPPED,41
100259,2025-01-16,DE,SHIPPED,29
100260,2025-07-26,IT,DELIVERED,44
100261,2025-04-04,PT,PAID,25
100262,2025-06-18,IT,SHIPPED,32
100263,2025-01-15,PT,PAID,19
100264,2025-02-25,PT,NEW,31
100265,2025-08-05,DE,SHIPPED,22
100266,2025-06-02,ES,SHIPPED,16
100267,2025-02-09,FR,PAID,41
100268,2025-03-31,IT,SHIPPED,48
100269,2025-02-09,ES,DELIVERED,48
100270,2025-04-22,FR,DELIVERED,45
100271,2025-03-30,PT,DELIVERED,35
100272,2025-06-08,FR,RETURNED,27
100273,2025-05-21,IT,SHIPPED,30
100274,2025-07-22,PT,PAID,42
100275,2025-02-17,FR,SHIPPED,16
100276,2025-03-05,PT,PAID,18
100277,2025-06-25,DE,PAID,24
100278,2025-08-21,PT,PAID,28
100279,2025-04-21,FR,DELIVERED,29
100280,2025-07-06,ES,DELIVERED,53
100281,2025-01-07,DE,NEW,30
100282,2025-07-13,FR,NEW,61
100283,2025-07-08,ES,SHIPPED,33
100284,2025-02-15,IT,SHIPPED,40
100285,2025-04-18,DE,PAID,36
100286,2025-01-13,FR,NEW,33
100287,2025-03-26,ES,NEW,29
100288,2025-06-06,ES,NEW,33
100289,2025-03-08,PT,SHIPPED,43
100290,2025-01-03,FR,DELIVERED,34
100291,2025-08-25,IT,CANCELLED,39
100292,2025-08-23,DE,NEW,30
100293,2025-06-02,ES,RETURNED,30
100294,2025-04-06,ES,DELIVERED,34
100295,2025-02-18,DE,CANCELLED,33
100296,2025-08-06,PT,RETURNED,37
100297,2025-07-17,IT,DELIVERED,34
100298,2025-03-23,DE,NEW,43
100299,2025-01-25,IT,PAID,24
100300,2025-02-13,DE,DELIVERED,43
100301,2025-05-26,DE,SHIPPED,36
100302,2025-05-23,ES,DELIVERED,28
100303,2025-01-16,ES,PAID,47
100304,2025-02-20,FR,DELIVERED,43
100305,2025-08-07,DE,NEW,56
100306,2025-01-29,DE,RETURNED,36
100307,2025-02-04,ES,NEW,50
100308,2025-06-04,ES,SHIPPED,40
100309,2025-06-25,PT,DELIVERED,33
100310,2025-06-02,DE,DELIVERED,48
100311,2025-08-21,PT,DELIVERED,29
100312,2025-03-29,ES,CANCELLED,19
100313,2025-07-11,PT,PAID,40
100314,2025-07-17,FR,DELIVERED,26
100315,2025-09-01,PT,SHIPPED,33
100316,2025-07-18,ES,PAID,38
100317,2025-05-19,IT,PAID,21
100318,2025-07-29,IT,NEW,35
100319,2025-01-28,DE,SHIPPED,44
100320,2025-06-20,PT,SHIPPED,47
100321,2025-06-07,FR,NEW,43
100322,2025-03-24,FR,DELIVERED,27
100323,2025-04-05,PT,PAID,28
100324,2025-01-02,FR,CANCELLED,31
100325,2025-06-02,FR,DELIVERED,31
100326,2025-04-29,FR,PAID,41
100327,2025-01-19,FR,DELIVERED,27
100328,2025-04-07,FR,NEW,16
100329,2025-04-18,FR,DELIVERED,36
100330,2025-08-09,FR,SHIPPED,39
100331,2025-03-17,FR,SHIPPED,33
100332,2025-08-08,PT,DELIVERED,45
100333,2025-06-30,ES,RETURNED,54
100334,2025-04-04,IT,SHIPPED,31
100335,2025-07-12,FR,PAID,44
100336,2025-02-18,IT,NEW,30
100337,2025-05-08,FR,RETURNED,50
100338,2025-08-04,PT,SHIPPED,26
100339,2025-02-12,PT,CANCELLED,43
100340,2025-07-16,FR,CANCELLED,40
100341,2025-02-20,ES,NEW,18
100342,2025-03-31,DE,CANCELLED,38
100343,2025-05-26,FR,PAID,44
100344,2025-03-15,IT,PAID,45
100345,2025-01-14,DE,PAID,18
100346,2025-03-16,PT,SHIPPED,40
100347,2025-01-27,FR,PAID,36
100348,2025-02-26,FR,RETURNED,39
100349,2025-01-20,ES,DELIVERED,35
100350,2025-01-12,ES,PAID,39
100351,2025-02-22,PT,CANCELLED,16
100352,2025-07-19,PT,PAID,50
100353,2025-04-19,FR,SHIPPED,20
100354,2025-06-03,DE,DELIVERED,40
100355,2025-01-31,FR,PAID,25
100356,2025-03-01,FR,NEW,43
100357,2025-04-09,IT,PAID,27
100358,2025-05-23,DE,RETURNED,40
100359,2025-04-11,DE,SHIPPED,48
100360,2025-04-02,IT,PAID,42
100361,2025-03-28,IT,SHIPPED,43
100362,2025-06-16,DE,SHIPPED,52
100363,2025-02-17,PT,SHIPPED,26
100364,2025-04-14,FR,NEW,48
100365,2025-02-21,FR,PAID,52
100366,2025-08-10,ES,CANCELLED,27
100367,2025-02-14,FR,CANCELLED,27
100368,2025-08-29,ES,DELIVERED,22
100369,2025-04-15,ES,PAID,23
100370,2025-07-03,IT,RETURNED,42
100371,2025-05-03,FR,PAID,26
100372,2025-08-31,PT,NEW,40
100373,2025-08-21,FR,PAID,30
100374,2025-02-04,DE,CANCELLED,29
100375,2025-03-19,IT,DELIVERED,49
100376,2025-03-08,FR,SHIPPED,53
100377,2025-01-30,DE,NEW,49
100378,2025-07-15,FR,SHIPPED,47
100379,2025-05-05,IT,SHIPPED,47
100380,2025-08-03,DE,PAID,51
100381,2025-01-24,IT,PAID,36
100382,2025-08-20,PT,NEW,25
100383,2025-08-27,IT,SHIPPED,32
100384,2025-04-16,ES,SHIPPED,33
100385,2025-08-12,ES,SHIPPED,44
100386,2025-06-17,IT,SHIPPED,22
100387,2025-05-02,IT,NEW,45
100388,2025-03-04,FR,PAID,36
100389,2025-04-19,PT,PAID,23
100390,2025-01-30,IT,SHIPPED,28
100391,2025-09-03,IT,DELIVERED,27
100392,2025-01-05,DE,RETURNED,47
100393,2025-07-20,DE,DELIVERED,36
100394,2025-09-04,ES,CANCELLED,37
100395,2025-02-22,DE,PAID,39
100396,2025-04-17,ES,PAID,26
100397,2025-08-18,IT,CANCELLED,19
100398,2025-02-07,ES,DELIVERED,31
100399,2025-07-24,PT,CANCELLED,31
100400,2025-07-20,IT,DELIVERED,16
100401,2025-01-08,PT,SHIPPED,29
100402,2025-02-01,ES,DELIVERED,45
100403,2025-01-21,ES,NEW,16
100404,2025-06-12,IT,CANCELLED,25
100405,2025-05-14,FR,NEW,31
100406,2025-02-25,FR,DELIVERED,29
100407,2025-04-26,IT,NEW,34
100408,2025-01-31,PT,PAID,52
100409,2025-03-29,IT,PAID,36
100410,2025-09-08,ES,SHIPPED,37
100411,2025-03-18,IT,NEW,49
100412,2025-05-31,FR,SHIPPED,50
100413,2025-02-02,DE,SHIPPED,20
100414,2025-06-17,FR,NEW,45
100415,2025-07-01,IT,PAID,16
100416,2025-04-24,ES,PAID,23
100417,2025-06-10,DE,DELIVERED,52
100418,2025-01-02,FR,CANCELLED,31
100419,2025-03-08,PT,RETURNED,46
100420,2025-08-07,DE,SHIPPED,42
100421,2025-03-21,ES,SHIPPED,44
100422,2025-08-04,DE,PAID,16
100423,2025-05-14,FR,CANCELLED,37
100424,2025-01-09,IT,PAID,36
100425,2025-03-28,ES,SHIPPED,31
100426,2025-08-20,PT,NEW,24
100427,2025-03-16,DE,CANCELLED,37
100428,2025-04-27,ES,SHIPPED,37
100429,2025-02-24,FR,SHIPPED,24
100430,2025-01-12,ES,PAID,33
100431,2025-01-06,FR,PAID,36
100432,2025-02-06,FR,DELIVERED,32
100433,2025-08-07,PT,PAID,39
100434,2025-05-29,IT,SHIPPED,38
100435,2025-02-10,DE,PAID,39
100436,2025-02-28,PT,NEW,25
100437,2025-06-14,ES,DELIVERED,24
100438,2025-07-10,DE,PAID,30
100439,2025-08-05,FR,SHIPPED,38
100440,2025-05-26,PT,CANCELLED,26
100441,2025-01-09,PT,SHIPPED,36
100442,2025-01-29,FR,SHIPPED,31
100443,2025-05-31,FR,SHIPPED,20
100444,2025-02-14,IT,PAID,23
100445,2025-04-05,ES,DELIVERED,17
100446,2025-04-12,ES,NEW,51
100447,2025-02-15,DE,NEW,23
100448,2025-04-06,FR,PAID,37
100449,2025-07-30,FR,DELIVERED,58
100450,2025-07-28,DE,PAID,38
100451,2025-05-08,ES,DELIVERED,44
100452,2025-03-01,ES,SHIPPED,41
100453,2025-03-04,FR,SHIPPED,27
100454,2025-04-30,DE,PAID,34
100455,2025-03-11,IT,NEW,44
100456,2025-07-14,FR,DELIVERED,35
100457,2025-03-27,FR,DELIVERED,42
100458,2025-08-09,PT,DELIVERED,27
100459,2025-09-03,DE,DELIVERED,35
100460,2025-01-21,PT,CANCELLED,16
100461,2025-07-11,IT,DELIVERED,41
100462,2025-01-18,IT,SHIPPED,34
100463,2025-03-17,ES,PAID,30
100464,2025-05-30,ES,NEW,33
100465,2025-07-26,ES,NEW,31
100466,2025-03-31,IT,CANCELLED,45
100467,2025-01-28,IT,CANCELLED,57
100468,2025-02-27,PT,DELIVERED,26
100469,2025-06-01,PT,PAID,26
100470,2025-03-14,FR,DELIVERED,29
100471,2025-01-06,PT,PAID,24
100472,2025-08-10,ES,DELIVERED,50
100473,2025-08-30,ES,NEW,25
100474,2025-07-19,IT,RETURNED,30
100475,2025-03-18,PT,NEW,27
100476,2025-02-01,ES,NEW,36
100477,2025-05-14,DE,SHIPPED,19
100478,2025-08-29,FR,SHIPPED,49
100479,2025-07-19,DE,NEW,37
100480,2025-08-25,ES,PAID,38
100481,2025-01-14,DE,DELIVERED,35
100482,2025-08-26,IT,DELIVERED,39
100483,2025-02-04,IT,SHIPPED,16
100484,2025-08-01,PT,RETURNED,47
100485,2025-01-01,PT,PAID,55
100486,2025-04-16,ES,CANCELLED,52
100487,2025-06-18,IT,PAID,28
100488,2025-03-10,ES,SHIPPED,26
100489,2025-09-07,PT,DELIVERED,26
100490,2025-05-02,ES,DELIVERED,25
100491,2025-01-16,PT,SHIPPED,45
100492,2025-08-30,DE,DELIVERED,41
100493,2025-05-01,DE,CANCELLED,40
100494,2025-07-10,PT,NEW,31
100495,2025-08-22,IT,NEW,16
100496,2025-04-13,PT,PAID,37
100497,2025-03-10,PT,NEW,28
100498,2025-06-14,FR,CANCELLED,36
100499,2025-07-04,IT,CANCELLED,34
100500,2025-02-16,DE,NEW,24
100501,2025-04-27,IT,NEW,43
100502,2025-08-07,ES,PAID,30
100503,2025-01-01,FR,NEW,29
100504,2025-06-23,IT,PAID,30
100505,2025-07-21,ES,RETURNED,52
100506,2025-07-28,ES,NEW,20
100507,2025-04-01,DE,SHIPPED,16
100508,2025-05-23,IT,CANCELLED,34
100509,2025-03-17,IT,NEW,51
100510,2025-06-29,ES,DELIVERED,52
100511,2025-01-04,PT,DELIVERED,20
100512,2025-08-24,PT,SHIPPED,28
100513,2025-04-03,PT,DELIVERED,31
100514,2025-02-18,PT,PAID,41
100515,2025-08-30,DE,NEW,37
100516,2025-05-09,FR,NEW,38
100517,2025-02-11,FR,DELIVERED,47
100518,2025-05-21,ES,SHIPPED,50
100519,2025-08-29,ES,CANCELLED,25
100520,2025-04-06,ES,DELIVERED,27
100521,2025-07-16,IT,PAID,30
100522,2025-01-06,IT,PAID,41
100523,2025-09-05,IT,PAID,31
100524,2025-08-30,FR,SHIPPED,26
100525,2025-07-10,FR,SHIPPED,29
100526,2025-04-16,IT,PAID,39
100527,2025-08-20,ES,CANCELLED,16
100528,2025-01-27,IT,DELIVERED,26
100529,2025-03-10,DE,PAID,52
100530,2025-08-29,IT,CANCELLED,44
100531,2025-01-08,PT,DELIVERED,38
100532,2025-07-17,DE,DELIVERED,31
100533,2025-06-25,IT,PAID,26
100534,2025-01-31,DE,CANCELLED,21
100535,2025-03-10,DE,SHIPPED,43
100536,2025-04-21,IT,SHIPPED,34
100537,2025-01-19,FR,DELIVERED,25
100538,2025-05-15,FR,NEW,32
100539,2025-08-22,IT,PAID,40
100540,2025-05-07,ES,DELIVERED,39
100541,2025-08-19,DE,DELIVERED,40
100542,2025-07-12,PT,RETURNED,49
100543,2025-03-04,FR,DELIVERED,50
100544,2025-04-30,IT,PAID,40
100545,2025-01-29,FR,NEW,36
100546,2025-01-13,IT,DELIVERED,27
100547,2025-03-03,ES,SHIPPED,31
100548,2025-03-27,IT,NEW,29
100549,2025-09-07,DE,RETURNED,35
100550,2025-01-12,ES,SHIPPED,26
100551,2025-05-20,DE,DELIVERED,35
100552,2025-06-13,ES,NEW,47
100553,2025-06-23,PT,RETURNED,30
100554,2025-03-15,ES,CANCELLED,19
100555,2025-04-01,ES,NEW,35
100556,2025-07-07,FR,SHIPPED,29
100557,2025-03-05,IT,SHIPPED,39
100558,2025-04-17,PT,PAID,32
100559,2025-07-21,FR,SHIPPED,25
100560,2025-05-30,PT,DELIVERED,31
100561,2025-09-05,IT,NEW,33
100562,2025-08-04,PT,PAID,32
100563,2025-06-28,ES,SHIPPED,37
100564,2025-01-11,DE,CANCELLED,19
100565,2025-02-14,FR,PAID,33
100566,2025-08-28,IT,PAID,37
100567,2025-01-30,ES,DELIVERED,50
100568,2025-06-21,ES,PAID,28
100569,2025-08-22,PT,SHIPPED,49
100570,2025-05-26,ES,NEW,30
100571,2025-05-13,PT,SHIPPED,33
100572,2025-03-26,ES,PAID,52
100573,2025-06-03,PT,CANCELLED,43
100574,2025-06-16,DE,SHIPPED,28
100575,2025-05-22,IT,NEW,20
100576,2025-02-28,IT,DELIVERED,48
100577,2025-02-22,IT,DELIVERED,45
100578,2025-03-30,IT,DELIVERED,29
100579,2025-01-10,FR,DELIVERED,17
100580,2025-07-15,DE,CANCELLED,32
100581,2025-02-11,IT,SHIPPED,42
100582,2025-07-24,DE,NEW,35
100583,2025-01-05,IT,NEW,26
100584,2025-02-25,IT,NEW,37
100585,2025-04-23,FR,PAID,36
100586,2025-08-05,DE,SHIPPED,34
100587,2025-04-24,ES,SHIPPED,38
100588,2025-01-07,DE,SHIPPED,17
100589,2025-09-02,ES,CANCELLED,47
100590,2025-01-30,FR,SHIPPED,39
100591,2025-05-30,FR,SHIPPED,24
100592,2025-01-31,IT,PAID,33
100593,2025-08-18,DE,SHIPPED,49
100594,2025-08-30,ES,PAID,31
100595,2025-03-12,IT,SHIPPED,41
100596,2025-01-02,IT,DELIVERED,41
100597,2025-02-26,ES,PAID,19
100598,2025-07-28,FR,DELIVERED,40
100599,2025-06-07,IT,SHIPPED,38
100600,2025-05-06,IT,SHIPPED,26
100601,2025-03-23,ES,PAID,42
100602,2025-04-11,IT,SHIPPED,43
100603,2025-09-05,PT,SHIPPED,30
100604,2025-04-01,PT,NEW,26
100605,2025-02-10,PT,PAID,40
100606,2025-06-17,IT,NEW,34
100607,2025-07-07,IT,NEW,34
100608,2025-04-08,ES,CANCELLED,31
100609,2025-06-01,FR,NEW,19
100610,2025-04-29,IT,SHIPPED,54
100611,2025-07-13,ES,PAID,25
100612,2025-07-25,PT,CANCELLED,25
100613,2025-06-27,ES,SHIPPED,40
100614,2025-03-14,IT,SHIPPED,30
100615,2025-09-05,PT,DELIVERED,29
100616,2025-01-20,ES,NEW,35
100617,2025-08-31,DE,DELIVERED,41
100618,2025-01-03,FR,SHIPPED,51
100619,2025-07-30,ES,RETURNED,16
100620,2025-03-22,ES,RETURNED,31
100621,2025-06-05,FR,DELIVERED,23
100622,2025-03-12,PT,PAID,27
100623,2025-03-15,FR,PAID,44
100624,2025-05-18,PT,PAID,32
100625,2025-06-29,ES,SHIPPED,35
100626,2025-07-07,IT,SHIPPED,35
100627,2025-01-14,ES,PAID,19
100628,2025-03-20,ES,PAID,40
100629,2025-05-21,IT,DELIVERED,47
100630,2025-03-02,DE,PAID,30
100631,2025-02-15,FR,PAID,59
100632,2025-03-08,ES,SHIPPED,26
100633,2025-04-22,ES,SHIPPED,54
100634,2025-06-02,ES,PAID,47
100635,2025-01-25,FR,DELIVERED,39
100636,2025-03-07,ES,DELIVERED,38
100637,2025-04-13,FR,DELIVERED,34
100638,2025-03-25,FR,NEW,36
100639,2025-02-08,IT,RETURNED,51
100640,2025-06-22,IT,NEW,30
100641,2025-01-25,IT,PAID,22
100642,2025-05-21,IT,PAID,39
100643,2025-03-15,IT,PAID,42
100644,2025-07-15,IT,DELIVERED,33
100645,2025-07-22,IT,SHIPPED,36
100646,2025-03-24,FR,PAID,40
100647,2025-07-11,ES,DELIVERED,31
100648,2025-01-11,DE,PAID,20
100649,2025-08-19,IT,DELIVERED,31
100650,2025-08-14,DE,SHIPPED,34
100651,2025-06-14,FR,SHIPPED,22
100652,2025-06-05,ES,SHIPPED,28
100653,2025-02-28,IT,PAID,42
100654,2025-04-29,ES,SHIPPED,36
100655,2025-05-07,FR,PAID,26
100656,2025-06-13,PT,DELIVERED,36
100657,2025-02-23,PT,DELIVERED,16
100658,2025-05-01,DE,PAID,29
100659,2025-05-24,FR,DELIVERED,26
100660,2025-05-18,DE,SHIPPED,32
100661,2025-04-28,DE,PAID,45
100662,2025-09-07,PT,DELIVERED,22
100663,2025-07-29,IT,RETURNED,32
100664,2025-04-01,PT,PAID,22
100665,2025-03-25,DE,CANCELLED,28
100666,2025-07-28,ES,NEW,44
100667,2025-02-18,FR,CANCELLED,26
100668,2025-08-13,IT,NEW,20
100669,2025-08-10,DE,PAID,41
100670,2025-01-07,DE,NEW,33
100671,2025-04-29,IT,RETURNED,29
100672,2025-07-03,IT,PAID,21
